LOT,WAFER_ID,PRODUCT,ROUTE,LAYER,DEVICE,SUBENTITY,OPERATION,RECIPE,SUBENTITY_END_TIME,PILOT_STATUS,N_SCAN,SUM_NCDD,STATUS,CLASS,ZERO_NCDD,INSPECT_TIME,INSPECT_TOOL,BEEP_NCDD,STATUS_BEEP,CLASS_BEEP,ZERO_BEEP,SMP_NCDD,STATUS_SMP,CLASS_SMP,ZERO_SMP,STEPPER,RETICLE,SIF_SED,SIF_ETCH,SIF_DEFECT,ENTITY,LOT7,WAFER,SLOT,P_ORDER,CCMR2,ICCR2,GF,CV,SRCIP,FULLPM,FULLPM_RF,MINIPM,MINIPM_RF,CNTR_SS,PL_RECIPE,PT_BTWN,PL_TIME,UPT_12HRS,UNW_12HRS,UP_12HRS,ROUTE_STARTS,CH_SS_5_TA,CH_SS_5_TA_CLASS,CH_SS_5_N,FL_SS_5_TA,FL_SS_5_N,CH_SS_5_LA,CH_SS_5_LA_CLASS,FL_SS_5_LA,CH_SS_5_AC,CH_SS_5_AC_CLASS,FL_SS_5_AC,CH_SS_5_CA,CH_SS_5_CA_CLASS,FL_SS_5_CA,CH_SS_10_TA,CH_SS_10_TA_CLASS,CH_SS_10_N,FL_SS_10_TA,FL_SS_10_N,CH_SS_10_LA,CH_SS_10_LA_CLASS,FL_SS_10_LA,CH_SS_10_AC,CH_SS_10_AC_CLASS,FL_SS_10_AC,CH_SS_10_CA,CH_SS_10_CA_CLASS,FL_SS_10_CA,CH_SS_15_TA,CH_SS_15_TA_CLASS,CH_SS_15_N,FL_SS_15_TA,FL_SS_15_N,CH_SS_15_LA,CH_SS_15_LA_CLASS,FL_SS_15_LA,CH_SS_15_AC,CH_SS_15_AC_CLASS,FL_SS_15_AC,CH_SS_15_CA,CH_SS_15_CA_CLASS,FL_SS_15_CA,CH_SS_DAYS
D544RUW0,GGAED199MMF4,1X8PGVA,RE,8M6CL,PNCB,AME403_PM6,260463.0,P_78_GABON,2025-11-24 21:08:56,POR+CV,9,0.0,BSL,ZERO,True,2025-11-25 05:49:41,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXSCBMT61NA1,0,0,1,AME403,D544RUW,199,20.0,4.0,OFF,OFF,OFF,ON,OFF,15736.0,1101.0,2213.0,148.0,216.0,P_78_GABON,1.3110347222,11/24/2025 9:08:56 PM,6.6746819444,95.0,55.622349537,RE78.0HG4A_SNIP_DLP2201177-1_73,2.3333333333333335,2.0,3,0.8735632183896551,29,1.1111111110999998,2.0,0.3218390804586207,0.11111111109999999,1.0,0.011494252872413792,0.01,1.0,0.0010344827586206897,5.8148148148444445,3.0,9,3.108333333335,80,3.592592592544445,3.0,0.71666666665875,0.14814814814444444,1.0,0.0208333333325,0.07500000000000001,1.0,0.00871875,5.8148148148444445,3.0,9,2.7068965517275863,116,3.592592592544445,3.0,0.8448275861982759,0.14814814814444444,1.0,0.025862068964655174,0.07500000000000001,1.0,0.007047413793103448,1.1521759259259259
D544RUW0,GGAED198MMB2,1X8PGVA,RE,8M6CL,PNCB,AME403_PM5,260463.0,P_78_GABON,2025-11-24 21:04:37,POR+CV+GF,9,0.0,BSL,ZERO,True,2025-11-25 05:49:41,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXSCBMT61NA1,0,0,1,AME403,D544RUW,198,15.0,3.0,OFF,OFF,ON,ON,OFF,9803.0,629.0,9803.0,629.0,332.0,P_78_GABON,1.2406233333,11/24/2025 9:04:37 PM,6.8185672222,97.0,56.821393519,RE78.0HG4A_SNIP_DLP2201177-1_73,1.1111111111116665,2.0,60,0.8735632183896551,29,0.416666666665,2.0,0.3218390804586207,0.05,1.0,0.011494252872413792,0.009375,1.0,0.0010344827586206897,0.0,0.0,2,3.108333333335,80,0.0,0.0,0.71666666665875,0.0,0.0,0.0208333333325,0.0,0.0,0.00871875,0.3333333333333333,1.0,3,2.7068965517275863,116,0.3333333333333333,1.0,0.8448275861982759,0.0,0.0,0.025862068964655174,0.0,0.0,0.007047413793103448,6.60806712962963
D544RUW0,GGAED197MME3,1X8PGVA,RE,8M6CL,PNCB,AME403_PM6,260463.0,P_78_GABON,2025-11-24 21:04:37,POR+CV,9,0.0,BSL,ZERO,True,2025-11-25 05:49:41,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXSCBMT61NA1,0,0,1,AME403,D544RUW,197,17.0,3.0,OFF,OFF,OFF,ON,OFF,15736.0,1101.0,2213.0,148.0,216.0,P_78_GABON,1.3110347222,11/24/2025 9:04:37 PM,6.6746819444,95.0,55.622349537,RE78.0HG4A_SNIP_DLP2201177-1_73,2.3333333333333335,2.0,3,0.8735632183896551,29,1.1111111110999998,2.0,0.3218390804586207,0.11111111109999999,1.0,0.011494252872413792,0.01,1.0,0.0010344827586206897,5.8148148148444445,3.0,9,3.108333333335,80,3.592592592544445,3.0,0.71666666665875,0.14814814814444444,1.0,0.0208333333325,0.07500000000000001,1.0,0.00871875,5.8148148148444445,3.0,9,2.7068965517275863,116,3.592592592544445,3.0,0.8448275861982759,0.14814814814444444,1.0,0.025862068964655174,0.07500000000000001,1.0,0.007047413793103448,1.1491782407407407
D544RUW0,GGAED200MMH0,1X8PGVA,RE,8M6CL,PNCB,AME403_PM6,260463.0,P_78_GABON,2025-11-24 21:00:18,POR+CV,9,0.0,BSL,ZERO,True,2025-11-25 05:49:41,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXSCBMT61NA1,0,0,1,AME403,D544RUW,200,12.0,2.0,OFF,OFF,OFF,ON,OFF,15736.0,1101.0,2213.0,148.0,216.0,P_78_GABON,1.3110347222,11/24/2025 9:00:18 PM,6.6746819444,95.0,55.622349537,RE78.0HG4A_SNIP_DLP2201177-1_73,2.3333333333333335,2.0,3,0.8735632183896551,29,1.1111111110999998,2.0,0.3218390804586207,0.11111111109999999,1.0,0.011494252872413792,0.01,1.0,0.0010344827586206897,5.8148148148444445,3.0,9,3.108333333335,80,3.592592592544445,3.0,0.71666666665875,0.14814814814444444,1.0,0.0208333333325,0.07500000000000001,1.0,0.00871875,5.8148148148444445,3.0,9,2.7068965517275863,116,3.592592592544445,3.0,0.8448275861982759,0.14814814814444444,1.0,0.025862068964655174,0.07500000000000001,1.0,0.007047413793103448,1.1461805555555555
D544RUW0,GGAED204MMB7,1X8PGVA,RE,8M6CL,PNCB,AME403_PM5,260463.0,P_78_GABON,2025-11-24 21:00:18,POR+CV+GF,9,0.0,BSL,ZERO,True,2025-11-25 05:49:41,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXSCBMT61NA1,0,0,1,AME403,D544RUW,204,11.0,2.0,OFF,OFF,ON,ON,OFF,9803.0,629.0,9803.0,629.0,332.0,P_78_GABON,1.2406233333,11/24/2025 9:00:18 PM,6.8185672222,97.0,56.821393519,RE78.0HG4A_SNIP_DLP2201177-1_73,1.1111111111116665,2.0,60,0.8735632183896551,29,0.416666666665,2.0,0.3218390804586207,0.05,1.0,0.011494252872413792,0.009375,1.0,0.0010344827586206897,0.0,0.0,2,3.108333333335,80,0.0,0.0,0.71666666665875,0.0,0.0,0.0208333333325,0.0,0.0,0.00871875,0.3333333333333333,1.0,3,2.7068965517275863,116,0.3333333333333333,1.0,0.8448275861982759,0.0,0.0,0.025862068964655174,0.0,0.0,0.007047413793103448,6.605069444444444
D544RUW0,GGAED201MMD7,1X8PGVA,RE,8M6CL,PNCB,AME403_PM5,260463.0,P_78_GABON,2025-11-24 20:55:59,POR+CV+GF,9,0.0,BSL,ZERO,True,2025-11-25 05:49:41,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXSCBMT61NA1,0,0,1,AME403,D544RUW,201,6.0,1.0,OFF,OFF,ON,ON,OFF,9803.0,629.0,9803.0,629.0,332.0,P_78_GABON,1.2406233333,11/24/2025 8:55:59 PM,6.8185672222,97.0,56.821393519,RE78.0HG4A_SNIP_DLP2201177-1_73,1.1111111111116665,2.0,60,0.8735632183896551,29,0.416666666665,2.0,0.3218390804586207,0.05,1.0,0.011494252872413792,0.009375,1.0,0.0010344827586206897,0.0,0.0,2,3.108333333335,80,0.0,0.0,0.71666666665875,0.0,0.0,0.0208333333325,0.0,0.0,0.00871875,0.3333333333333333,1.0,3,2.7068965517275863,116,0.3333333333333333,1.0,0.8448275861982759,0.0,0.0,0.025862068964655174,0.0,0.0,0.007047413793103448,6.6020717592592595
D544RUW0,GGAED203MMF0,1X8PGVA,RE,8M6CL,PNCB,AME403_PM6,260463.0,P_78_GABON,2025-11-24 20:55:59,POR+CV,9,0.003609,BSL,BSL,False,2025-11-25 05:49:41,BPD450,0.003609,BSL,BSL,False,0.0,BSL,ZERO,True,SNY510,8PXSCBMT61NA1,0,0,1,AME403,D544RUW,203,4.0,1.0,OFF,OFF,OFF,ON,OFF,15736.0,1101.0,2213.0,148.0,216.0,P_78_GABON,1.3110347222,11/24/2025 8:55:59 PM,6.6746819444,95.0,55.622349537,RE78.0HG4A_SNIP_DLP2201177-1_73,2.3333333333333335,2.0,3,0.8735632183896551,29,1.1111111110999998,2.0,0.3218390804586207,0.11111111109999999,1.0,0.011494252872413792,0.01,1.0,0.0010344827586206897,5.8148148148444445,3.0,9,3.108333333335,80,3.592592592544445,3.0,0.71666666665875,0.14814814814444444,1.0,0.0208333333325,0.07500000000000001,1.0,0.00871875,5.8148148148444445,3.0,9,2.7068965517275863,116,3.592592592544445,3.0,0.8448275861982759,0.14814814814444444,1.0,0.025862068964655174,0.07500000000000001,1.0,0.007047413793103448,1.1431828703703704
D5323130,GQ5EV158JKB0,8PXMCVAG,FL,8M5CL,PXMG,AME417_PM4,263067.0,P_78_GABON_B10_R3,2025-11-24 20:20:11,CCMR2+ICCR2+CV+GF,2,0.0,BSL,ZERO,True,2025-11-24 21:52:28,BPD432,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA1,0,1,0,AME417,D532313,158,23.0,6.0,ON,ON,ON,ON,OFF,6061.0,300.0,6061.0,300.0,517.0,P_78_GABON_R1,0.2737386111,11/24/2025 8:20:11 PM,5.4250058333,85.0,45.208381944,FL78.31YBC_SNIP_DLP2203458-1_4573,0.0,0.0,1,0.8735632183896551,29,0.0,0.0,0.3218390804586207,0.0,0.0,0.011494252872413792,0.0,0.0,0.0010344827586206897,0.0,0.0,1,3.108333333335,80,0.0,0.0,0.71666666665875,0.0,0.0,0.0208333333325,0.0,0.0,0.00871875,0.33333333335,1.0,2,2.7068965517275863,116,0.33333333335,1.0,0.8448275861982759,0.0,0.0,0.025862068964655174,0.0,0.0,0.007047413793103448,2.950162037037037
D5323130,GQ5EV152JKF0,8PXMCVAG,FL,8M5CL,PXMG,AME417_PM4,263067.0,P_78_GABON_B10_R3,2025-11-24 20:11:57,CCMR2+ICCR2+CV+GF,2,0.004137,BSL,BSL,False,2025-11-24 21:52:28,BPD432,0.0,BSL,ZERO,True,0.004137,BSL,BSL,False,SNY510,8PXMCGMT51NA1,0,1,0,AME417,D532313,152,12.0,4.0,ON,ON,ON,ON,OFF,6061.0,300.0,6061.0,300.0,517.0,P_78_GABON_R1,0.2737386111,11/24/2025 8:11:57 PM,5.4250058333,85.0,45.208381944,FL78.31YBC_SNIP_DLP2203458-1_4573,0.0,0.0,1,0.8735632183896551,29,0.0,0.0,0.3218390804586207,0.0,0.0,0.011494252872413792,0.0,0.0,0.0010344827586206897,0.0,0.0,1,3.108333333335,80,0.0,0.0,0.71666666665875,0.0,0.0,0.0208333333325,0.0,0.0,0.00871875,0.33333333335,1.0,2,2.689458689462393,117,0.33333333335,1.0,0.8404558404470086,0.0,0.0,0.02564102564017094,0.0,0.0,0.006987179487179487,2.9444444444444446
D504E6D0,MC0EQ578WAE0,1X278VD,FL,8M6CL,X78D,AME421_PM4,260463.0,P_78_GABON,2025-11-24 19:47:55,POR+CV,2,0.006592,BSL,BSL,False,2025-11-24 20:25:27,BPD432,0.006592,BSL,BSL,False,0.0,BSL,ZERO,True,SNY510,1X278DMT60NA1,0,0,0,AME421,D504E6D,578,25.0,3.0,OFF,OFF,OFF,ON,OFF,22839.0,1463.0,7956.0,541.0,71.0,P_78_GABON,5.8452655556,11/24/2025 7:47:55 PM,1.9042069444,25.0,15.868391204,FL78.0G7UB_SNIP_DLP2091627-1_170,0.0,0.0,1,0.8735632183896551,29,0.0,0.0,0.3218390804586207,0.0,0.0,0.011494252872413792,0.0,0.0,0.0010344827586206897,0.0,0.0,1,3.0823045267506175,81,0.0,0.0,0.7119341563703704,0.0,0.0,0.020576131686419752,0.0,0.0,0.008611111111111111,0.5,1.0,2,2.689458689462393,117,0.5,2.0,0.8404558404470086,0.0,0.0,0.02564102564017094,0.0,0.0,0.006987179487179487,1.3485300925925925
D504E6D0,MC0EQ621WAC4,1X278VD,FL,8M6CL,X78D,AME421_PM4,260463.0,P_78_GABON,2025-11-24 19:43:45,POR+CV,2,0.0,BSL,ZERO,True,2025-11-24 20:25:27,BPD432,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,1X278DMT60NA1,0,0,0,AME421,D504E6D,621,18.0,2.0,OFF,OFF,OFF,ON,OFF,22839.0,1463.0,7956.0,541.0,71.0,P_78_GABON,5.8452655556,11/24/2025 7:43:45 PM,1.9042069444,25.0,15.868391204,FL78.0G7UB_SNIP_DLP2091627-1_170,0.0,0.0,1,0.9047619047607142,28,0.0,0.0,0.3333333333321429,0.0,0.0,0.011904761903571428,0.0,0.0,0.0010714285714285715,0.0,0.0,1,3.1208333333350002,80,0.0,0.0,0.720833333325,0.0,0.0,0.0208333333325,0.0,0.0,0.00871875,0.5,1.0,2,2.712643678164655,116,0.5,2.0,0.8477011494163793,0.0,0.0,0.025862068964655174,0.0,0.0,0.007047413793103448,1.345636574074074
D5295660D,GP6JL628JKD3,8PXMCVAG,FL,8M5CL,PXMG,AME421_PM6,263067.0,P_78_GABON_B10_R3,2025-11-24 13:34:31,SRCIP,4,0.0,BSL,ZERO,True,2025-11-24 22:46:14,BPD444,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,1,1,1,AME421,D529566,628,22.0,13.0,ON,ON,ON,ON,ON,892.0,76.0,892.0,76.0,610.0,P_78_GABON_B10_R3,1.1322141667,11/24/2025 1:34:31 PM,2.2671758333,38.0,18.893131944,FL78.31YBC_SNIP_DLP2203458-1_2586,1.0151515151500001,2.0,66,0.9382716049370369,27,0.6212121212121212,2.0,0.3456790123444445,0.06565656565606061,1.0,0.01234567901111111,0.005454545454545454,1.0,0.0011111111111111111,0.0,0.0,1,3.316872427985185,81,0.0,0.0,0.9341563785925926,0.0,0.0,0.020576131686419752,0.0,0.0,0.008611111111111111,0.0,0.0,1,2.689458689462393,117,0.0,0.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,5.706712962962963
D5295660D,GP6ZQ296JKG0,8PXMCVAG,FL,8M5CL,PXMG,AME421_PM6,263067.0,P_78_GABON_B10_R3,2025-11-24 13:27:18,SRCIP,4,0.003659,BSL,BSL,False,2025-11-24 22:46:14,BPD444,0.003659,BSL,BSL,False,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,1,1,1,AME421,D529566,296,17.0,11.0,ON,ON,ON,ON,ON,892.0,76.0,892.0,76.0,610.0,P_78_GABON_B10_R3,1.1322141667,11/24/2025 1:27:18 PM,2.2671758333,38.0,18.893131944,FL78.31YBC_SNIP_DLP2203458-1_2586,1.0151515151500001,2.0,66,0.9382716049370369,27,0.6212121212121212,2.0,0.3456790123444445,0.06565656565606061,1.0,0.01234567901111111,0.005454545454545454,1.0,0.0011111111111111111,0.0,0.0,1,3.316872427985185,81,0.0,0.0,0.9341563785925926,0.0,0.0,0.020576131686419752,0.0,0.0,0.008611111111111111,0.0,0.0,1,2.689458689462393,117,0.0,0.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,5.701701388888889
D5295660D,GP6JL627JKG4,8PXMCVAG,FL,8M5CL,PXMG,AME421_PM6,263067.0,P_78_GABON_B10_R3,2025-11-24 13:16:29,SRCIP,4,0.003692,BSL,BSL,False,2025-11-24 22:46:14,BPD444,0.003692,BSL,BSL,False,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,1,1,1,AME421,D529566,627,10.0,8.0,ON,ON,ON,ON,ON,892.0,76.0,892.0,76.0,610.0,P_78_GABON_B10_R3,1.1322141667,11/24/2025 1:16:29 PM,2.2671758333,38.0,18.893131944,FL78.31YBC_SNIP_DLP2203458-1_2586,1.0151515151500001,2.0,66,0.9382716049370369,27,0.6212121212121212,2.0,0.3456790123444445,0.06565656565606061,1.0,0.01234567901111111,0.005454545454545454,1.0,0.0011111111111111111,0.0,0.0,1,3.316872427985185,81,0.0,0.0,0.9341563785925926,0.0,0.0,0.020576131686419752,0.0,0.0,0.008611111111111111,0.0,0.0,1,2.689458689462393,117,0.0,0.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,5.6941898148148145
D5295660D,GP6ZQ297JKC7,8PXMCVAG,FL,8M5CL,PXMG,AME421_PM6,263067.0,P_78_GABON_B10_R3,2025-11-24 13:09:16,SRCIP,4,0.02215,HIGHFLIER,HIGHFLIER,False,2025-11-24 22:46:14,BPD444,0.011075,HIGHFLIER,HIGHFLIER,False,0.011075,BSL,BSL,False,SNY510,8PXMCGMT51NA2,1,1,1,AME421,D529566,297,6.0,6.0,ON,ON,ON,ON,ON,892.0,76.0,892.0,76.0,610.0,P_78_GABON_B10_R3,1.1322141667,11/24/2025 1:09:16 PM,2.2671758333,38.0,18.893131944,FL78.31YBC_SNIP_DLP2203458-1_2586,1.0151515151500001,2.0,66,0.9382716049370369,27,0.6212121212121212,2.0,0.3456790123444445,0.06565656565606061,1.0,0.01234567901111111,0.005454545454545454,1.0,0.0011111111111111111,0.0,0.0,1,3.316872427985185,81,0.0,0.0,0.9341563785925926,0.0,0.0,0.020576131686419752,0.0,0.0,0.008611111111111111,0.0,0.0,1,2.689458689462393,117,0.0,0.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,5.68917824074074
D5301250,GN9WV298JKF1,8PXMCVAG,FL,8M6CL,PXMG,AME419_PM6,260463.0,P_78_GABON_R1,2025-11-24 12:15:04,ICCR2+CV+GF,2,0.0,BSL,ZERO,True,2025-11-24 15:09:45,BPD448,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT61NA2,0,0,1,AME419,D530125,298,19.0,9.0,OFF,ON,ON,ON,OFF,14388.0,696.0,13724.0,647.0,928.0,P_78_GABON_B10_R3,0.2275633333,11/24/2025 12:15:04 PM,3.0052472222,53.0,25.043726852,FL78.31YBC_SNIP_DLP2203458-1_2946,1.1798245614039473,2.0,76,0.9382716049370369,27,0.3245614035065789,1.0,0.3456790123444445,0.13157894736842105,1.0,0.01234567901111111,0.014013157894736842,1.0,0.0011111111111111111,1.0,2.0,1,3.316872427985185,81,0.0,0.0,0.9341563785925926,0.0,0.0,0.020576131686419752,0.0,0.0,0.008611111111111111,1.0,2.0,2,2.689458689462393,117,0.0,0.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,5.336956018518518
D5301250,GN9WV297JKA7,8PXMCVAG,FL,8M6CL,PXMG,AME419_PM6,260463.0,P_78_GABON_R1,2025-11-24 12:01:20,ICCR2+CV+GF,2,0.0,BSL,ZERO,True,2025-11-24 15:09:45,BPD448,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT61NA2,0,0,1,AME419,D530125,297,12.0,5.0,OFF,ON,ON,ON,OFF,14388.0,696.0,13724.0,647.0,928.0,P_78_GABON_B10_R3,0.2275633333,11/24/2025 12:01:20 PM,3.0052472222,53.0,25.043726852,FL78.31YBC_SNIP_DLP2203458-1_2946,1.1798245614039473,2.0,76,0.9382716049370369,27,0.3245614035065789,1.0,0.3456790123444445,0.13157894736842105,1.0,0.01234567901111111,0.014013157894736842,1.0,0.0011111111111111111,1.0,2.0,1,3.316872427985185,81,0.0,0.0,0.9341563785925926,0.0,0.0,0.020576131686419752,0.0,0.0,0.008611111111111111,1.0,2.0,2,2.689458689462393,117,0.0,0.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,5.327418981481482
D5311990,KHYXQ008WFB5,8PXMCVAG,FL,8M5CL,PXMG,AME401_PM3,263067.0,P_78_GABON_B10_R3,2025-11-24 10:50:22,ICCR2+CV+GF,2,0.0,BSL,ZERO,True,2025-11-25 04:24:41,BPD446,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNV442,8PXMCGMT51NA2,0,0,1,AME401,D531199,8,24.0,12.0,OFF,ON,ON,ON,OFF,3737.0,225.0,2533.0,141.0,334.0,P_78_GABON_B10_R3,3.5423275,11/24/2025 10:50:22 AM,2.1361780556,37.0,17.801483796,FL78.31YBC_SNIP_DLP2203458-1_3542,2.007936507929762,2.0,84,0.9761904761892858,28,0.6547619047571429,2.0,0.40476190476071433,0.18650793650714287,1.0,0.011904761903571428,0.049285714285714294,1.0,0.0010714285714285715,0.0,0.0,1,3.316872427985185,81,0.0,0.0,0.9341563785925926,0.0,0.0,0.020576131686419752,0.0,0.0,0.008611111111111111,0.0,0.0,1,2.689458689462393,117,0.0,0.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,5.450405092592592
D5311990,KHYXQ009WFF7,8PXMCVAG,FL,8M5CL,PXMG,AME401_PM3,263067.0,P_78_GABON_B10_R3,2025-11-24 10:29:11,ICCR2+CV+GF,2,0.004634,BSL,BSL,False,2025-11-25 04:24:41,BPD446,0.004634,BSL,BSL,False,0.0,BSL,ZERO,True,SNV442,8PXMCGMT51NA2,0,0,1,AME401,D531199,9,11.0,6.0,OFF,ON,ON,ON,OFF,3737.0,225.0,2533.0,141.0,334.0,P_78_GABON_B10_R3,3.5423275,11/24/2025 10:29:11 AM,2.1361780556,37.0,17.801483796,FL78.31YBC_SNIP_DLP2203458-1_3542,2.007936507929762,2.0,84,0.9761904761892858,28,0.6547619047571429,2.0,0.40476190476071433,0.18650793650714287,1.0,0.011904761903571428,0.049285714285714294,1.0,0.0010714285714285715,0.0,0.0,1,3.316872427985185,81,0.0,0.0,0.9341563785925926,0.0,0.0,0.020576131686419752,0.0,0.0,0.008611111111111111,0.0,0.0,1,2.689458689462393,117,0.0,0.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,5.435694444444445
D5284350,KHUUT048WFE2,8PXMCVAG,FL,8M6CL,PXMG,AME417_PM3,260463.0,P_78_GABON_R1,2025-11-24 08:52:11,CCMR2+ICCR2+CV+GF,2,0.0,BSL,ZERO,True,2025-11-24 13:10:07,BPD432,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY449,8PXMCGMT61NA1,0,0,0,AME417,D528435,48,7.0,4.0,ON,ON,ON,ON,OFF,2150.0,113.0,2150.0,113.0,91.0,P_78_GOBI_R5,0.0646838889,11/24/2025 8:52:11 AM,7.5248111111,116.10104202,62.706759259,FL78.31YBC_SNIP_DLP2203458-1_2399,2.0,2.0,1,0.9761904761892858,28,1.0,2.0,0.40476190476071433,0.0,0.0,0.011904761903571428,0.0,0.0,0.0010714285714285715,1.0,2.0,2,3.2886178861804876,82,0.5,2.0,0.9349593495853659,0.0,0.0,0.02032520325121951,0.0,0.0,0.00850609756097561,1.0,2.0,3,2.689458689462393,117,0.4444444444333333,2.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,0.3325694444444444
D5284350,KHUUT046WFD1,8PXMCVAG,FL,8M6CL,PXMG,AME417_PM4,260463.0,P_78_GABON_R1,2025-11-24 08:44:57,CCMR2+ICCR2+CV+GF,2,0.003553,BSL,BSL,False,2025-11-24 13:10:07,BPD432,0.003553,BSL,BSL,False,0.0,BSL,ZERO,True,SNY449,8PXMCGMT61NA1,0,0,0,AME417,D528435,46,4.0,2.0,ON,ON,ON,ON,OFF,5986.0,296.0,5986.0,296.0,443.0,P_78_GOBI_R5,0.1373583333,11/24/2025 8:44:57 AM,7.3471041667,113.10101174,61.225868056,FL78.31YBC_SNIP_DLP2203458-1_2399,0.0,0.0,1,0.9761904761892858,28,0.0,0.0,0.40476190476071433,0.0,0.0,0.011904761903571428,0.0,0.0,0.0010714285714285715,0.0,0.0,1,3.2886178861804876,82,0.0,0.0,0.9349593495853659,0.0,0.0,0.02032520325121951,0.0,0.0,0.00850609756097561,0.33333333335,1.0,2,2.689458689462393,117,0.33333333335,1.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,2.467361111111111
D5284480,A1UPW172SLE7,8PXMCVAG,FL,8M5CL,PXMG,AME419_PM6,263067.0,P_78_GABON_B10_R3,2025-11-24 07:15:43,ICCR2+CV+GF,2,0.0,BSL,ZERO,True,2025-11-24 08:32:27,BPD446,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNV442,8PXMCGMT51NA2,0,0,0,AME419,D528448,172,14.0,14.0,OFF,ON,ON,ON,OFF,14348.0,694.0,13684.0,645.0,888.0,P_78_GABON_B10_R3,12.905317222,11/24/2025 7:15:43 AM,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2226290-1_8,1.1798245614039473,2.0,76,0.9761904761892858,28,0.3245614035065789,1.0,0.40476190476071433,0.13157894736842105,1.0,0.011904761903571428,0.014013157894736842,1.0,0.0010714285714285715,1.0,2.0,1,3.2886178861804876,82,0.0,0.0,0.9349593495853659,0.0,0.0,0.02032520325121951,0.0,0.0,0.00850609756097561,1.0,2.0,2,2.689458689462393,117,0.0,0.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,5.129074074074074
D5284480,A1UPW164SLB4,8PXMCVAG,FL,8M5CL,PXMG,AME419_PM6,263067.0,P_78_GABON_B10_R3,2025-11-24 06:58:07,ICCR2+CV+GF,2,0.007319,BSL,BSL,False,2025-11-24 08:32:27,BPD446,0.007319,BSL,BSL,False,0.0,BSL,ZERO,True,SNV442,8PXMCGMT51NA2,0,0,0,AME419,D528448,164,9.0,9.0,OFF,ON,ON,ON,OFF,14348.0,694.0,13684.0,645.0,888.0,P_78_GABON_B10_R3,12.905317222,11/24/2025 6:58:07 AM,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2226290-1_8,1.1798245614039473,2.0,76,0.9761904761892858,28,0.3245614035065789,1.0,0.40476190476071433,0.13157894736842105,1.0,0.011904761903571428,0.014013157894736842,1.0,0.0010714285714285715,1.0,2.0,1,3.2886178861804876,82,0.0,0.0,0.9349593495853659,0.0,0.0,0.02032520325121951,0.0,0.0,0.00850609756097561,1.0,2.0,2,2.689458689462393,117,0.0,0.0,0.8404558404470086,0.0,0.0,0.025641025640170935,0.0,0.0,0.006987179487179487,5.116851851851852
