WAFER_ID,LAYER,LOT,INSPECT_TIME,WDS_L_SIARC_DEP_ENTITY,WDS_L_SIARC_DEP_OPERATION,WDS_L_SIARC_DEP_WAFER_ENTITY_END_TIME,WDS_L_CHM_DEP_ENTITY,WDS_L_CHM_DEP_OPERATION,WDS_L_CHM_DEP_WAFER_ENTITY_END_TIME,WDS_L_SED_ENTITY,WDS_L_SED_OPERATION,WDS_L_SED_WAFER_ENTITY_END_TIME,WDS_L_SED_SUBENTITY_0,WDS_L_SED_SUBENTITY_0_BATCH_IDLE,WDS_L_SED_SUBENTITY_0_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_0_PROCESS_ORDER,WDS_L_SED_SUBENTITY_0_SEQUENCE,WDS_L_SED_SUBENTITY_0_UTILIZATION,WDS_L_SED_SUBENTITY_1,WDS_L_SED_SUBENTITY_1_BATCH_IDLE,WDS_L_SED_SUBENTITY_1_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_1_PROCESS_ORDER,WDS_L_SED_SUBENTITY_1_SEQUENCE,WDS_L_SED_SUBENTITY_1_UTILIZATION,WDS_L_SED_SUBENTITY_2,WDS_L_SED_SUBENTITY_2_BATCH_IDLE,WDS_L_SED_SUBENTITY_2_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_2_PROCESS_ORDER,WDS_L_SED_SUBENTITY_2_SEQUENCE,WDS_L_SED_SUBENTITY_2_UTILIZATION,WDS_L_SED_SUBENTITY_3,WDS_L_SED_SUBENTITY_3_BATCH_IDLE,WDS_L_SED_SUBENTITY_3_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_3_PROCESS_ORDER,WDS_L_SED_SUBENTITY_3_SEQUENCE,WDS_L_SED_SUBENTITY_3_UTILIZATION,WDS_L_SED_SUBENTITY_4,WDS_L_SED_SUBENTITY_4_BATCH_IDLE,WDS_L_SED_SUBENTITY_4_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_4_PROCESS_ORDER,WDS_L_SED_SUBENTITY_4_SEQUENCE,WDS_L_SED_SUBENTITY_4_UTILIZATION,WDS_L_SED_SUBENTITY_5,WDS_L_SED_SUBENTITY_5_BATCH_IDLE,WDS_L_SED_SUBENTITY_5_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_5_PROCESS_ORDER,WDS_L_SED_SUBENTITY_5_SEQUENCE,WDS_L_SED_SUBENTITY_5_UTILIZATION,WDS_L_SED_SUBENTITY_6,WDS_L_SED_SUBENTITY_6_BATCH_IDLE,WDS_L_SED_SUBENTITY_6_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_6_PROCESS_ORDER,WDS_L_SED_SUBENTITY_6_SEQUENCE,WDS_L_SED_SUBENTITY_6_UTILIZATION,WDS_L_SED_SUBENTITY_7,WDS_L_SED_SUBENTITY_7_BATCH_IDLE,WDS_L_SED_SUBENTITY_7_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_7_PROCESS_ORDER,WDS_L_SED_SUBENTITY_7_SEQUENCE,WDS_L_SED_SUBENTITY_7_UTILIZATION,WDS_L_SED_SUBENTITY_8,WDS_L_SED_SUBENTITY_8_BATCH_IDLE,WDS_L_SED_SUBENTITY_8_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_8_PROCESS_ORDER,WDS_L_SED_SUBENTITY_8_SEQUENCE,WDS_L_SED_SUBENTITY_8_UTILIZATION,WDS_L_SED_SUBENTITY_9,WDS_L_SED_SUBENTITY_9_BATCH_IDLE,WDS_L_SED_SUBENTITY_9_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_9_PROCESS_ORDER,WDS_L_SED_SUBENTITY_9_SEQUENCE,WDS_L_SED_SUBENTITY_9_UTILIZATION,WDS_L_SED_SUBENTITY_10,WDS_L_SED_SUBENTITY_10_BATCH_IDLE,WDS_L_SED_SUBENTITY_10_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_10_PROCESS_ORDER,WDS_L_SED_SUBENTITY_10_SEQUENCE,WDS_L_SED_SUBENTITY_10_UTILIZATION,WDS_L_SED_SUBENTITY_11,WDS_L_SED_SUBENTITY_11_BATCH_IDLE,WDS_L_SED_SUBENTITY_11_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_11_PROCESS_ORDER,WDS_L_SED_SUBENTITY_11_SEQUENCE,WDS_L_SED_SUBENTITY_11_UTILIZATION,WDS_L_SED_SUBENTITY_12,WDS_L_SED_SUBENTITY_12_BATCH_IDLE,WDS_L_SED_SUBENTITY_12_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_12_PROCESS_ORDER,WDS_L_SED_SUBENTITY_12_SEQUENCE,WDS_L_SED_SUBENTITY_12_UTILIZATION,WDS_L_SED_SUBENTITY_13,WDS_L_SED_SUBENTITY_13_BATCH_IDLE,WDS_L_SED_SUBENTITY_13_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_13_PROCESS_ORDER,WDS_L_SED_SUBENTITY_13_SEQUENCE,WDS_L_SED_SUBENTITY_13_UTILIZATION,WDS_L_SED_SUBENTITY_14,WDS_L_SED_SUBENTITY_14_BATCH_IDLE,WDS_L_SED_SUBENTITY_14_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_14_PROCESS_ORDER,WDS_L_SED_SUBENTITY_14_SEQUENCE,WDS_L_SED_SUBENTITY_14_UTILIZATION,WDS_E_HM_ETCH_ENTITY,WDS_E_HM_ETCH_OPERATION,WDS_E_HM_ETCH_WAFER_ENTITY_END_TIME,WDS_E_HM_ETCH_SUBENTITY_0,WDS_E_HM_ETCH_SUBENTITY_0_BATCH_IDLE,WDS_E_HM_ETCH_SUBENTITY_0_PRIOR_ALIAS,WDS_E_HM_ETCH_SUBENTITY_0_PROCESS_ORDER,WDS_E_HM_ETCH_SUBENTITY_0_SEQUENCE,WDS_E_HM_ETCH_SUBENTITY_0_UTILIZATION,WDS_W_HM_CLN_ENTITY,WDS_W_HM_CLN_OPERATION,WDS_W_HM_CLN_WAFER_ENTITY_END_TIME,WDS_W_HM_CLN_SUBENTITY_0,WDS_W_HM_CLN_SUBENTITY_0_BATCH_IDLE,WDS_W_HM_CLN_SUBENTITY_0_PRIOR_ALIAS,WDS_W_HM_CLN_SUBENTITY_0_PROCESS_ORDER,WDS_W_HM_CLN_SUBENTITY_0_SEQUENCE,WDS_W_HM_CLN_SUBENTITY_0_UTILIZATION
A2DST025SLB6,8M6CL,D6193290,2026-09-04 01:03:27,TBF456,174943.0,2026-09-01 17:10:48.354000,TBF444,174938.0,2026-09-01 16:33:00.769000,SNY512,277586.0,2026-09-01 17:55:29.189000,SNY512_ADEV163,0.053,L_M6_SED,1.0,462.0,0.159,SNY512_CADH1111,0.002,L_M6_SED,1.0,1162.0,0.423,SNY512_CHK1,0.017,L_M6_SED,4.0,4351.0,0.288,SNY512_COT111,0.014,L_M6_SED,2.0,2294.0,0.377,SNY512_CPHP1123,0.012,L_M6_SED,2.0,1510.0,0.378,SNY512_CPHP1126,0.004,L_M6_SED,2.0,1510.0,0.378,SNY512_CPHP1626,0.053,L_M6_SED,1.0,464.0,0.186,SNY512_ICPL308,0.02,L_M6_SED,2.0,1597.0,0.34,SNY512_ITC113,0.005,L_M6_SED,2.0,2292.0,0.38,SNY512_PIR3021,0.02,L_M6_SED,2.0,2185.0,0.278,SNY512_SCPL1131,0.006,L_M6_SED,2.0,2300.0,0.4,SNY512_SCPL1133,0.006,L_M6_SED,2.0,2292.0,0.384,SNY512_SCPL1631,0.043,L_M6_SED,1.0,727.0,0.222,SNY512_SRS3011,0.026,L_M6_SED,1.0,1113.0,0.322,TNP512,-0.318,L_M6_SED,4.0,4836.0,1.36,AME419,256528.0,2026-09-03 02:16:42.799000,AME419_A1,60.447,,9.0,12.0,,LEO481,279390.0,2026-09-03 03:25:01.592000,LEO481_SPN12,0.134,W_8M6_HM_CLN,1.0,207.0,0.134
MCLPL787WAF0,8M6CL,D6079100,2026-09-03 23:10:26,TBF442,174943.0,2026-09-03 05:27:41.705000,TBF455,174938.0,2026-09-03 05:07:48.384000,SNY512,273659.0,2026-09-03 17:56:21.214000,SNY512_ADEV141,0.053,L_8M6_SED,1.0,359.0,0.326,SNY512_CADH1111,0.002,L_8M6_SED,1.0,793.0,0.604,SNY512_CHK1,0.01,L_8M6_SED,1.0,3028.0,0.537,SNY512_COT111,0.013,L_8M6_SED,1.0,1560.0,0.554,SNY512_CPHP1113,0.012,L_8M6_SED,1.0,1044.0,0.571,SNY512_CPHP1115,0.004,L_8M6_SED,1.0,1045.0,0.57,SNY512_CPHP1415,0.051,L_8M6_SED,1.0,353.0,0.381,SNY512_ICPL306,0.017,L_8M6_SED,1.0,1107.0,0.555,SNY512_ITC113,0.005,L_8M6_SED,1.0,1558.0,0.568,SNY512_PIR3021,0.016,L_8M6_SED,1.0,1530.0,0.507,SNY512_SCPL1131,0.006,L_8M6_SED,1.0,1564.0,0.59,SNY512_SCPL1133,0.006,L_8M6_SED,1.0,1558.0,0.575,SNY512_SCPL1432,0.035,L_8M6_SED,1.0,510.0,0.405,SNY512_SRS3014,0.023,L_8M6_SED,1.0,747.0,0.521,TNP512,-0.317,L_8M6_SED,1.0,3264.0,1.916,AME427,256528.0,2026-09-03 19:25:43.685000,AME427_A1,0.035,E_8M11_HM_ETCH,10.0,598.0,0.365,LEO425,279390.0,2026-09-03 19:55:29.112000,LEO425_SPN18,0.002,W_8M6_HM_CLN,1.0,524.0,0.44
MCLPL797WAC1,8M6CL,D6079100,2026-09-03 23:10:26,TBF442,174943.0,2026-09-03 05:26:24.774000,TBF455,174938.0,2026-09-03 05:08:02.501000,SNY512,273659.0,2026-09-03 17:56:51.820000,SNY512_ADEV152,0.056,L_8M6_SED,1.0,342.0,0.326,SNY512_CADH1112,0.002,L_8M6_SED,1.0,783.0,0.606,SNY512_CHK1,0.01,L_8M6_SED,2.0,3029.0,0.537,SNY512_COT112,0.014,L_8M6_SED,1.0,1544.0,0.555,SNY512_CPHP1114,0.005,L_8M6_SED,1.0,1032.0,0.57,SNY512_CPHP1116,0.004,L_8M6_SED,1.0,1031.0,0.571,SNY512_CPHP1516,0.052,L_8M6_SED,1.0,337.0,0.386,SNY512_ICPL307,0.024,L_8M6_SED,1.0,1090.0,0.553,SNY512_ITC114,0.005,L_8M6_SED,1.0,1546.0,0.569,SNY512_PIR3022,0.017,L_8M6_SED,1.0,1514.0,0.506,SNY512_SCPL1132,0.006,L_8M6_SED,1.0,1548.0,0.593,SNY512_SCPL1134,0.006,L_8M6_SED,1.0,1546.0,0.576,SNY512_SCPL1531,0.034,L_8M6_SED,1.0,527.0,0.412,SNY512_SRS3011,0.029,L_8M6_SED,1.0,785.0,0.522,TNP512,-0.317,L_8M6_SED,2.0,3265.0,1.916,AME427,256528.0,2026-09-03 19:01:40.833000,AME427_A1,0.035,E_8M11_HM_ETCH,2.0,590.0,0.365,LEO425,279390.0,2026-09-03 19:53:11.893000,LEO425_SPN20,0.002,W_8M6_HM_CLN,1.0,560.0,0.457
MCLPL805WAD7,8M6CL,D6079100,2026-09-03 23:10:26,TBF442,174943.0,2026-09-03 05:22:44.931000,TBF455,174938.0,2026-09-03 05:08:15.747000,SNY512,273659.0,2026-09-03 17:58:41.233000,SNY512_ADEV162,0.081,L_8M6_SED,1.0,342.0,0.336,SNY512_CADH1121,0.002,L_8M6_SED,1.0,773.0,0.609,SNY512_CHK1,0.01,L_8M6_SED,3.0,3030.0,0.537,SNY512_COT111,0.013,L_8M6_SED,2.0,1561.0,0.554,SNY512_CPHP1123,0.004,L_8M6_SED,1.0,1021.0,0.568,SNY512_CPHP1126,0.002,L_8M6_SED,1.0,1022.0,0.571,SNY512_CPHP1616,0.056,L_8M6_SED,1.0,336.0,0.392,SNY512_ICPL308,0.026,L_8M6_SED,1.0,1074.0,0.553,SNY512_ITC113,0.005,L_8M6_SED,2.0,1559.0,0.568,SNY512_PIR3021,0.016,L_8M6_SED,2.0,1531.0,0.507,SNY512_SCPL1131,0.006,L_8M6_SED,2.0,1565.0,0.59,SNY512_SCPL1133,0.006,L_8M6_SED,2.0,1559.0,0.575,SNY512_SCPL1631,0.059,L_8M6_SED,1.0,517.0,0.413,SNY512_SRS3012,0.03,L_8M6_SED,1.0,768.0,0.523,TNP512,-0.317,L_8M6_SED,3.0,3266.0,1.916,AME427,256528.0,2026-09-03 19:10:42.654000,AME427_A1,0.035,E_8M11_HM_ETCH,5.0,593.0,0.365,LEO425,279390.0,2026-09-03 19:53:48.738000,LEO425_SPN21,0.006,W_8M6_HM_CLN,1.0,531.0,0.43
MCLPL807WAF0,8M6CL,D6079100,2026-09-03 23:10:26,TBF442,174943.0,2026-09-03 05:27:24.075000,TBF455,174938.0,2026-09-03 05:07:38.631000,SNY512,273659.0,2026-09-03 17:59:18.733000,SNY512_ADEV142,0.09,L_8M6_SED,1.0,346.0,0.334,SNY512_CADH1122,0.002,L_8M6_SED,1.0,765.0,0.606,SNY512_CHK1,0.01,L_8M6_SED,4.0,3031.0,0.537,SNY512_COT112,0.014,L_8M6_SED,2.0,1545.0,0.555,SNY512_CPHP1113,0.012,L_8M6_SED,2.0,1045.0,0.571,SNY512_CPHP1115,0.004,L_8M6_SED,2.0,1046.0,0.57,SNY512_CPHP1416,0.067,L_8M6_SED,1.0,341.0,0.392,SNY512_ICPL306,0.017,L_8M6_SED,2.0,1108.0,0.555,SNY512_ITC114,0.005,L_8M6_SED,2.0,1547.0,0.569,SNY512_PIR3022,0.017,L_8M6_SED,2.0,1515.0,0.506,SNY512_SCPL1132,0.006,L_8M6_SED,2.0,1549.0,0.593,SNY512_SCPL1134,0.006,L_8M6_SED,2.0,1547.0,0.576,SNY512_SCPL1431,0.055,L_8M6_SED,1.0,529.0,0.409,SNY512_SRS3013,0.04,L_8M6_SED,1.0,754.0,0.523,TNP512,-0.317,L_8M6_SED,4.0,3267.0,1.916,AME427,256528.0,2026-09-03 19:19:42.273000,AME427_A1,0.035,E_8M11_HM_ETCH,8.0,596.0,0.365,LEO425,279390.0,2026-09-03 19:56:16.505000,LEO425_SPN09,0.002,W_8M6_HM_CLN,1.0,744.0,0.554
KJEYH273WFC2,8M6CL,D6204540,2026-09-03 21:45:22,TBF447,174943.0,2026-09-02 20:44:47.137000,TBF444,174938.0,2026-09-02 20:21:04.277000,SNY512,277586.0,2026-09-03 12:06:40.303000,SNY512_ADEV142,0.07,L_8M8_SED,1.0,334.0,0.098,SNY512_CADH1121,0.029,L_8M8_SED,1.0,747.0,0.131,SNY512_CHK1,0.016,L_8M6_SED,1.0,2935.0,0.15,SNY512_COT111,0.014,L_8M6_SED,1.0,1514.0,0.124,SNY512_CPHP1114,0.012,L_8M8_SED,1.0,1002.0,0.126,SNY512_CPHP1116,0.004,L_8M8_SED,1.0,1003.0,0.125,SNY512_CPHP1416,0.058,L_8M8_SED,1.0,330.0,0.114,SNY512_ICPL306,0.018,L_8M8_SED,1.0,1082.0,0.148,SNY512_ITC113,0.005,L_8M6_SED,1.0,1515.0,0.125,SNY512_PIR3021,0.015,L_8M6_SED,1.0,1482.0,0.14,SNY512_SCPL1131,0.012,L_8M6_SED,1.0,1517.0,0.128,SNY512_SCPL1133,0.006,L_8M6_SED,1.0,1514.0,0.129,SNY512_SCPL1431,0.061,L_8M8_SED,1.0,512.0,0.124,SNY512_SRS3011,0.026,L_8M8_SED,1.0,760.0,0.128,TNP512,-0.348,L_8M6_SED,1.0,3176.0,0.57,AME423,256528.0,2026-09-03 19:23:58.373000,AME423_B2,0.519,E_8M14_HM_ETCH,8.0,59.0,0.158,LEO425,279390.0,2026-09-03 20:15:42.819000,LEO425_SPN17,0.108,W_8BV1_CLN,1.0,535.0,0.462
KJEYL476WFA0,8M6CL,D6204540,2026-09-03 21:45:22,TBF447,174943.0,2026-09-02 20:43:41.261000,TBF444,174938.0,2026-09-02 20:18:35.845000,SNY512,277586.0,2026-09-03 12:08:41.752000,SNY512_ADEV153,0.068,L_8M8_SED,1.0,322.0,0.101,SNY512_CADH1122,0.028,L_8M8_SED,1.0,740.0,0.132,SNY512_CHK1,0.016,L_8M6_SED,2.0,2936.0,0.15,SNY512_COT112,0.014,L_8M6_SED,1.0,1498.0,0.125,SNY512_CPHP1123,0.005,L_8M6_SED,1.0,990.0,0.125,SNY512_CPHP1126,0.004,L_8M6_SED,1.0,993.0,0.124,SNY512_CPHP1526,0.062,L_8M8_SED,1.0,317.0,0.09,SNY512_ICPL307,0.018,L_8M6_SED,1.0,1067.0,0.147,SNY512_ITC114,0.005,L_8M6_SED,1.0,1504.0,0.125,SNY512_PIR3022,0.016,L_8M6_SED,1.0,1467.0,0.143,SNY512_SCPL1132,0.014,L_8M6_SED,1.0,1501.0,0.131,SNY512_SCPL1134,0.006,L_8M6_SED,1.0,1503.0,0.128,SNY512_SCPL1532,0.06,L_8M8_SED,1.0,489.0,0.122,SNY512_SRS3012,0.026,L_8M8_SED,1.0,746.0,0.132,TNP512,-0.348,L_8M6_SED,2.0,3177.0,0.57,AME423,256528.0,2026-09-03 19:01:13.078000,AME423_B2,0.519,E_8M14_HM_ETCH,1.0,52.0,0.158,LEO425,279390.0,2026-09-03 20:10:02.294000,LEO425_SPN11,0.11,W_8BV1_CLN,1.0,607.0,0.489
5DXWG756MVD2,8M5CL,D6204360,2026-09-03 21:15:34,TBF457,173452.0,2026-09-03 07:34:28.623000,TBF455,173451.0,2026-09-03 07:14:23.775000,SNY512,277246.0,2026-09-03 16:48:44.145000,SNY512_ADEV141,0.093,L_8M5_SED,1.0,374.0,0.276,SNY512_CADH1121,0.002,L_8M5_SED,1.0,807.0,0.512,SNY512_CHK1,0.004,L_8M5_SED,1.0,3168.0,0.459,SNY512_COT111,0.027,L_8M5_SED,1.0,1632.0,0.468,SNY512_CPHP1113,0.025,L_8M5_SED,1.0,1092.0,0.483,SNY512_CPHP1115,0.02,L_8M5_SED,1.0,1096.0,0.48,SNY512_CPHP1415,0.081,L_8M5_SED,1.0,368.0,0.323,SNY512_ICPL306,0.036,L_8M5_SED,1.0,1163.0,0.471,SNY512_ITC113,0.021,L_8M5_SED,1.0,1634.0,0.478,SNY512_PIR3021,0.029,L_8M5_SED,1.0,1599.0,0.431,SNY512_SCPL1131,0.006,L_8M5_SED,1.0,1635.0,0.498,SNY512_SCPL1133,0.022,L_8M5_SED,1.0,1633.0,0.486,SNY512_SCPL1432,0.056,L_8M5_SED,1.0,533.0,0.344,SNY512_SRS3012,0.042,L_8M5_SED,1.0,803.0,0.44,TNP512,-0.314,L_8M5_SED,1.0,3413.0,1.616,AME403,263067.0,2026-09-03 18:41:18.865000,AME403_B1,0.93,E_8M8_HM_ETCH,5.0,389.0,0.376,LEO425,279389.0,2026-09-03 19:25:11.855000,LEO425_SPN24,0.024,W_TFR_CLN2,2.0,532.0,0.444
5DXWG762MVF4,8M5CL,D6204360,2026-09-03 21:15:34,TBF457,173452.0,2026-09-03 07:34:44.598000,TBF455,173451.0,2026-09-03 07:15:03.635000,SNY512,277246.0,2026-09-03 16:49:11.456000,SNY512_ADEV152,0.081,L_8M5_SED,1.0,357.0,0.273,SNY512_CADH1122,0.002,L_8M5_SED,1.0,799.0,0.51,SNY512_CHK1,0.004,L_8M5_SED,2.0,3169.0,0.459,SNY512_COT112,0.027,L_8M5_SED,1.0,1616.0,0.47,SNY512_CPHP1114,0.028,L_8M5_SED,1.0,1081.0,0.482,SNY512_CPHP1116,0.021,L_8M5_SED,1.0,1082.0,0.48,SNY512_CPHP1516,0.07,L_8M5_SED,1.0,352.0,0.326,SNY512_ICPL307,0.035,L_8M5_SED,1.0,1145.0,0.468,SNY512_ITC114,0.021,L_8M5_SED,1.0,1621.0,0.479,SNY512_PIR3022,0.007,L_8M5_SED,1.0,1584.0,0.432,SNY512_SCPL1132,0.006,L_8M5_SED,1.0,1619.0,0.502,SNY512_SCPL1134,0.022,L_8M5_SED,1.0,1620.0,0.487,SNY512_SCPL1531,0.06,L_8M5_SED,1.0,550.0,0.35,SNY512_SRS3013,0.042,L_8M5_SED,1.0,789.0,0.44,TNP512,-0.314,L_8M5_SED,2.0,3414.0,1.616,AME403,263067.0,2026-09-03 18:49:39.511000,AME403_B1,0.93,E_8M8_HM_ETCH,7.0,391.0,0.376,LEO425,279389.0,2026-09-03 19:25:02.404000,LEO425_SPN13,0.003,W_TFR_CLN2,2.0,388.0,0.59
5DXWG768MVB4,8M5CL,D6204360,2026-09-03 21:15:34,TBF457,173452.0,2026-09-03 07:39:23.340000,TBF455,173451.0,2026-09-03 07:16:16.386000,SNY512,277246.0,2026-09-03 16:49:57.170000,SNY512_ADEV162,0.085,L_8M5_SED,1.0,357.0,0.284,SNY512_CADH1111,0.002,L_8M5_SED,1.0,828.0,0.51,SNY512_CHK1,0.004,L_8M5_SED,3.0,3170.0,0.459,SNY512_COT111,0.027,L_8M5_SED,2.0,1633.0,0.468,SNY512_CPHP1123,0.029,L_8M5_SED,1.0,1070.0,0.48,SNY512_CPHP1126,0.021,L_8M5_SED,1.0,1073.0,0.479,SNY512_CPHP1616,0.072,L_8M5_SED,1.0,352.0,0.332,SNY512_ICPL308,0.035,L_8M5_SED,1.0,1129.0,0.468,SNY512_ITC113,0.021,L_8M5_SED,2.0,1635.0,0.478,SNY512_PIR3021,0.029,L_8M5_SED,2.0,1600.0,0.431,SNY512_SCPL1131,0.006,L_8M5_SED,2.0,1636.0,0.498,SNY512_SCPL1133,0.022,L_8M5_SED,2.0,1634.0,0.486,SNY512_SCPL1631,0.059,L_8M5_SED,1.0,539.0,0.351,SNY512_SRS3014,0.042,L_8M5_SED,1.0,783.0,0.441,TNP512,-0.314,L_8M5_SED,3.0,3415.0,1.616,AME403,263067.0,2026-09-03 19:04:18.003000,AME403_B1,0.93,E_8M8_HM_ETCH,11.0,395.0,0.376,LEO425,279389.0,2026-09-03 19:25:30.185000,LEO425_SPN16,0.002,W_TFR_CLN2,2.0,744.0,0.535
5DXWG774MVD6,8M5CL,D6204360,2026-09-03 21:15:34,TBF457,173452.0,2026-09-03 07:39:40.524000,TBF455,173451.0,2026-09-03 07:16:30.593000,SNY512,277246.0,2026-09-03 16:50:07.869000,SNY512_ADEV142,0.089,L_8M5_SED,1.0,361.0,0.281,SNY512_CADH1112,0.002,L_8M5_SED,1.0,818.0,0.513,SNY512_CHK1,0.004,L_8M5_SED,4.0,3171.0,0.459,SNY512_COT112,0.027,L_8M5_SED,2.0,1617.0,0.47,SNY512_CPHP1113,0.025,L_8M5_SED,2.0,1093.0,0.483,SNY512_CPHP1115,0.02,L_8M5_SED,2.0,1097.0,0.48,SNY512_CPHP1416,0.064,L_8M5_SED,1.0,357.0,0.332,SNY512_ICPL306,0.036,L_8M5_SED,2.0,1164.0,0.471,SNY512_ITC114,0.021,L_8M5_SED,2.0,1622.0,0.479,SNY512_PIR3022,0.007,L_8M5_SED,2.0,1585.0,0.432,SNY512_SCPL1132,0.006,L_8M5_SED,2.0,1620.0,0.502,SNY512_SCPL1134,0.022,L_8M5_SED,2.0,1621.0,0.487,SNY512_SCPL1431,0.066,L_8M5_SED,1.0,552.0,0.349,SNY512_SRS3011,0.041,L_8M5_SED,1.0,820.0,0.442,TNP512,-0.314,L_8M5_SED,4.0,3416.0,1.616,AME403,263067.0,2026-09-03 19:07:51.191000,AME403_B2,0.979,E_8M8_HM_ETCH,12.0,385.0,0.355,LEO425,279389.0,2026-09-03 19:25:59.521000,LEO425_SPN11,0.002,W_TFR_CLN2,2.0,602.0,0.454
KJCJD007WFF5,8M5CL,D6214870,2026-09-03 19:28:47,TBF457,173452.0,2026-09-03 10:52:49.555000,TBF450,173451.0,2026-09-03 10:19:54.152000,SNY512,269853.0,2026-09-03 14:22:14.650000,SNY512_ADEV162,0.133,L_8M8_SED,1.0,330.0,0.191,SNY512_CADH1122,0.002,L_8M8_SED,1.0,738.0,0.311,SNY512_CHK1,0.104,L_8M8_SED,1.0,2930.0,0.297,SNY512_COT112,0.027,L_8M8_SED,1.0,1495.0,0.287,SNY512_CPHP1113,0.025,L_8M8_SED,1.0,1012.0,0.295,SNY512_CPHP1115,0.02,L_8M8_SED,1.0,1015.0,0.292,SNY512_CPHP1616,0.132,L_8M8_SED,1.0,325.0,0.223,SNY512_ICPL308,0.007,L_8M8_SED,1.0,1049.0,0.3,SNY512_ITC114,0.021,L_8M8_SED,1.0,1500.0,0.289,SNY512_PIR3022,0.113,L_8M8_SED,1.0,1464.0,0.278,SNY512_SCPL1132,0.006,L_8M8_SED,1.0,1497.0,0.304,SNY512_SCPL1134,0.022,L_8M8_SED,1.0,1499.0,0.296,SNY512_SCPL1631,0.121,L_8M8_SED,1.0,500.0,0.235,SNY512_SRS3012,0.022,L_8M8_SED,1.0,745.0,0.283,TNP512,-0.34,L_8M8_SED,1.0,3172.0,1.063,AME403,263067.0,2026-09-03 15:38:59.699000,AME403_B2,0.579,E_8BM0_HM_ETCH,8.0,363.0,0.455,LEO431,279389.0,2026-09-03 16:14:01.977000,LEO431_SPN12,0.003,W_8M5_HM_CLN,1.0,3692.0,0.379
KJCJD020WFH0,8M5CL,D6214870,2026-09-03 19:28:47,TBF457,173452.0,2026-09-03 10:53:07.159000,TBF450,173451.0,2026-09-03 10:19:44.813000,SNY512,269853.0,2026-09-03 14:22:19.679000,SNY512_ADEV142,0.127,L_8M8_SED,1.0,334.0,0.192,SNY512_CADH1111,0.002,L_8M8_SED,1.0,768.0,0.314,SNY512_CHK1,0.104,L_8M8_SED,2.0,2931.0,0.297,SNY512_COT111,0.028,L_8M8_SED,1.0,1511.0,0.287,SNY512_CPHP1114,0.028,L_8M8_SED,1.0,1000.0,0.293,SNY512_CPHP1116,0.021,L_8M8_SED,1.0,1002.0,0.292,SNY512_CPHP1416,0.13,L_8M8_SED,1.0,330.0,0.221,SNY512_ICPL306,0.008,L_8M8_SED,1.0,1081.0,0.306,SNY512_ITC113,0.022,L_8M8_SED,1.0,1514.0,0.291,SNY512_PIR3021,0.107,L_8M8_SED,1.0,1482.0,0.281,SNY512_SCPL1131,0.006,L_8M8_SED,1.0,1514.0,0.303,SNY512_SCPL1133,0.022,L_8M8_SED,1.0,1513.0,0.298,SNY512_SCPL1431,0.118,L_8M8_SED,1.0,512.0,0.242,SNY512_SRS3013,0.025,L_8M8_SED,1.0,729.0,0.279,TNP512,-0.34,L_8M8_SED,2.0,3173.0,1.063,AME403,263067.0,2026-09-03 15:38:55.903000,AME403_B1,0.515,E_8BM0_HM_ETCH,8.0,373.0,0.442,LEO431,279389.0,2026-09-03 16:15:32.224000,LEO431_SPN06,0.002,W_8M5_HM_CLN,1.0,3851.0,0.445
